C_HLEVEL	C_FULLNAME	C_NAME	C_SYNONYM_CD	C_VISUALATTRIBUTES	C_TOTALNUM	C_BASECODE	C_METADATAXML	C_FACTTABLECOLUMN	C_TABLENAME	C_COLUMNNAME	C_COLUMNDATATYPE	C_OPERATOR	C_DIMCODE	C_COMMENT	C_TOOLTIP	M_APPLIED_PATH	UPDATE_DATE	DOWNLOAD_DATE	IMPORT_DATE	SOURCESYSTEM_CD	VALUETYPE_CD	M_EXCLUSION_CD	C_PATH	C_SYMBOL
5	\ACT\Visit Details\Age at visit\0-9 years old\1 years old\14 months\	Visit at age 14 months	N	LA 		DEM|AGE:1.2		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,14) AND ADD_MONTHS(BIRTH_DATE,15)-1		Visit Details \ Age at visit \ \ 02 months \	@	24-MAY-21	24-MAY-21	24-MAY-21					
5	\ACT\Visit Details\Age at visit\0-9 years old\1 years old\15 months\	Visit at age 15 months	N	LA 		DEM|AGE:1.3		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,15) AND ADD_MONTHS(BIRTH_DATE,16)-1		Visit Details \ Age at visit \ \ 03 months \	@	24-MAY-21	24-MAY-21	24-MAY-21					
4	\ACT\Visit Details\Age at visit\18-34 years old\24 years old\	Visit at age 24 years old	N	LA 		DEM|AGE:24		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,24*12) AND (ADD_MONTHS(BIRTH_DATE,25*12)-1)		Visit Details \ Age at visit \ 18-34 years old \ 24 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\18-34 years old\25 years old\	Visit at age 25 years old	N	LA 		DEM|AGE:25		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,25*12) AND (ADD_MONTHS(BIRTH_DATE,26*12)-1)		Visit Details \ Age at visit \ 18-34 years old \ 25 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\18-34 years old\26 years old\	Visit at age 26 years old	N	LA 		DEM|AGE:26		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,26*12) AND (ADD_MONTHS(BIRTH_DATE,27*12)-1)		Visit Details \ Age at visit \ 18-34 years old \ 26 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\18-34 years old\32 years old\	Visit at age 32 years old	N	LA 		DEM|AGE:32		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,32*12) AND (ADD_MONTHS(BIRTH_DATE,33*12)-1)		Visit Details \ Age at visit \ 18-34 years old \ 32 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\18-34 years old\33 years old\	Visit at age 33 years old	N	LA 		DEM|AGE:33		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,33*12) AND (ADD_MONTHS(BIRTH_DATE,34*12)-1)		Visit Details \ Age at visit \ 18-34 years old \ 33 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\18-34 years old\34 years old\	Visit at age 34 years old	N	LA 		DEM|AGE:34		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,34*12) AND (ADD_MONTHS(BIRTH_DATE,35*12)-1)		Visit Details \ Age at visit \ 18-34 years old \ 34 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
3	\ACT\Visit Details\Age at visit\35-44 years old\	Visit at ages 35-44 years old	N	FA 				encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,35*12) AND (ADD_MONTHS(BIRTH_DATE,45*12)-1)		Visit Details \ Age at visit \ 35-44 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\35-44 years old\35 years old\	Visit at age 35 years old	N	LA 		DEM|AGE:35		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,35*12) AND (ADD_MONTHS(BIRTH_DATE,36*12)-1)		Visit Details \ Age at visit \ 35-44 years old \ 35 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\35-44 years old\36 years old\	Visit at age 36 years old	N	LA 		DEM|AGE:36		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,36*12) AND (ADD_MONTHS(BIRTH_DATE,37*12)-1)		Visit Details \ Age at visit \ 35-44 years old \ 36 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\35-44 years old\37 years old\	Visit at age 37 years old	N	LA 		DEM|AGE:37		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,37*12) AND (ADD_MONTHS(BIRTH_DATE,38*12)-1)		Visit Details \ Age at visit \ 35-44 years old \ 37 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\35-44 years old\38 years old\	Visit at age 38 years old	N	LA 		DEM|AGE:38		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,38*12) AND (ADD_MONTHS(BIRTH_DATE,39*12)-1)		Visit Details \ Age at visit \ 35-44 years old \ 38 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\35-44 years old\39 years old\	Visit at age 39 years old	N	LA 		DEM|AGE:39		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,39*12) AND (ADD_MONTHS(BIRTH_DATE,40*12)-1)		Visit Details \ Age at visit \ 35-44 years old \ 39 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\35-44 years old\40 years old\	Visit at age 40 years old	N	LA 		DEM|AGE:40		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,40*12) AND (ADD_MONTHS(BIRTH_DATE,41*12)-1)		Visit Details \ Age at visit \ 35-44 years old \ 40 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\35-44 years old\41 years old\	Visit at age 41 years old	N	LA 		DEM|AGE:41		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,41*12) AND (ADD_MONTHS(BIRTH_DATE,42*12)-1)		Visit Details \ Age at visit \ 35-44 years old \ 41 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\35-44 years old\42 years old\	Visit at age 42 years old	N	LA 		DEM|AGE:42		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,42*12) AND (ADD_MONTHS(BIRTH_DATE,43*12)-1)		Visit Details \ Age at visit \ 35-44 years old \ 42 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\35-44 years old\43 years old\	Visit at age 43 years old	N	LA 		DEM|AGE:43		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,43*12) AND (ADD_MONTHS(BIRTH_DATE,44*12)-1)		Visit Details \ Age at visit \ 35-44 years old \ 43 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\35-44 years old\44 years old\	Visit at age 44 years old	N	LA 		DEM|AGE:44		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,44*12) AND (ADD_MONTHS(BIRTH_DATE,45*12)-1)		Visit Details \ Age at visit \ 35-44 years old \ 44 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
3	\ACT\Visit Details\Age at visit\45-54 years old\	Visit at ages 45-54 years old	N	FA 				encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,45*12) AND (ADD_MONTHS(BIRTH_DATE,55*12)-1)		Visit Details \ Age at visit \ 45-54 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\45-54 years old\45 years old\	Visit at age 45 years old	N	LA 		DEM|AGE:45		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,45*12) AND (ADD_MONTHS(BIRTH_DATE,46*12)-1)		Visit Details \ Age at visit \ 45-54 years old \ 45 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
3	\ACT\Visit Details\Age at visit\85-89 years old\	Visit at ages 85-89 years old	N	FA 		 		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,85*12) AND (ADD_MONTHS(BIRTH_DATE,90*12)-1)		Demographics \ Age \ 85-89 years old	@	24-MAY-21	24-MAY-21	24-MAY-21					
4	\ACT\Visit Details\Age at visit\85-89 years old\85 years old\	Visit at ages 85 years old	N	LA 		DEM|AGE:85		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,85*12) AND (ADD_MONTHS(BIRTH_DATE,86*12)-1)		Demographics\Age\85-89 years old\85 years old	@	24-MAY-21	24-MAY-21	24-MAY-21					
4	\ACT\Visit Details\Age at visit\85-89 years old\86 years old\	Visit at ages 86 years old	N	LA 		DEM|AGE:86		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,86*12) AND (ADD_MONTHS(BIRTH_DATE,87*12)-1)		Demographics\Age\85-89 years old\86 years old	@	24-MAY-21	24-MAY-21	24-MAY-21					
4	\ACT\Visit Details\Age at visit\85-89 years old\87 years old\	Visit at ages 87 years old	N	LA 		DEM|AGE:87		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,87*12) AND (ADD_MONTHS(BIRTH_DATE,88*12)-1)		Demographics\Age\85-89 years old\87 years old	@	24-MAY-21	24-MAY-21	24-MAY-21					
4	\ACT\Visit Details\Age at visit\85-89 years old\88 years old\	Visit at ages 88 years old	N	LA 		DEM|AGE:88		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,88*12) AND (ADD_MONTHS(BIRTH_DATE,89*12)-1)		Demographics\Age\85-89 years old\88 years old	@	24-MAY-21	24-MAY-21	24-MAY-21					
4	\ACT\Visit Details\Age at visit\85-89 years old\89 years old\	Visit at ages 89 years old	N	LA 		DEM|AGE:89		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,89*12) AND (ADD_MONTHS(BIRTH_DATE,90*12)-1)		Demographics\Age\85-89 years old\89 years old	@	24-MAY-21	24-MAY-21	24-MAY-21					
3	\ACT\Visit Details\Age at visit\>= 65 years old\	Visit at ages >= 65 years old	N	LA 		 		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) >= ADD_MONTHS(BIRTH_DATE,65*12)		Demographics \ Age \ >= 65 years old	@	24-MAY-21	24-MAY-21	24-MAY-21					
3	\ACT\Visit Details\Age at visit\>= 85 years old\	Visit at ages >= 85 years old	N	LA 		 		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) >= ADD_MONTHS(BIRTH_DATE,85*12)		Demographics \ Age \ >= 85 years old	@	24-MAY-21	24-MAY-21	24-MAY-21					
3	\ACT\Visit Details\Age at visit\>= 90 years old\	Visit at ages >= 90 years old	N	LA 		 		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) >= ADD_MONTHS(BIRTH_DATE,90*12)		Demographics \ Age \ >= 90 years old	@	24-MAY-21	24-MAY-21	24-MAY-21					
4	\ACT\Visit Details\Age at visit\55-64 years old\59 years old\	Visit at age 59 years old	N	LA 		DEM|AGE:59		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,59*12) AND (ADD_MONTHS(BIRTH_DATE,60*12)-1)		Visit Details \ Age at visit \ 55-64 years old \ 59 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\55-64 years old\60 years old\	Visit at age 60 years old	N	LA 		DEM|AGE:60		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,60*12) AND (ADD_MONTHS(BIRTH_DATE,61*12)-1)		Visit Details \ Age at visit \ 55-64 years old \ 60 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\55-64 years old\61 years old\	Visit at age 61 years old	N	LA 		DEM|AGE:61		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,61*12) AND (ADD_MONTHS(BIRTH_DATE,62*12)-1)		Visit Details \ Age at visit \ 55-64 years old \ 61 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\55-64 years old\62 years old\	Visit at age 62 years old	N	LA 		DEM|AGE:62		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,62*12) AND (ADD_MONTHS(BIRTH_DATE,63*12)-1)		Visit Details \ Age at visit \ 55-64 years old \ 62 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\55-64 years old\63 years old\	Visit at age 63 years old	N	LA 		DEM|AGE:63		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,63*12) AND (ADD_MONTHS(BIRTH_DATE,64*12)-1)		Visit Details \ Age at visit \ 55-64 years old \ 63 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
4	\ACT\Visit Details\Age at visit\55-64 years old\64 years old\	Visit at age 64 years old	N	LA 		DEM|AGE:64		encounter_num	visit_dimension	patient_num	N	IN	SELECT PATIENT_NUM FROM PATIENT_DIMENSION WHERE PATIENT_NUM = VISIT_DIMENSION.PATIENT_NUM AND TRUNC(VISIT_DIMENSION.START_DATE) BETWEEN ADD_MONTHS(BIRTH_DATE,64*12) AND (ADD_MONTHS(BIRTH_DATE,65*12)-1)		Visit Details \ Age at visit \ 55-64 years old \ 64 years old	@	24-MAY-21	24-MAY-21	24-MAY-21	lcp5				
