C_HLEVEL	C_FULLNAME	C_NAME	C_SYNONYM_CD	C_VISUALATTRIBUTES	C_TOTALNUM	C_BASECODE	C_METADATAXML	C_FACTTABLECOLUMN	C_TABLENAME	C_COLUMNNAME	C_COLUMNDATATYPE	C_OPERATOR	C_DIMCODE	C_COMMENT	C_TOOLTIP	M_APPLIED_PATH	UPDATE_DATE	DOWNLOAD_DATE	IMPORT_DATE	SOURCESYSTEM_CD	VALUETYPE_CD	M_EXCLUSION_CD	C_PATH	C_SYMBOL
3	\ACT\Demographics\Hispanic\Unknown\	Unknown	N	MA 		DEM|HISP:UN		concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Demographics\Hispanic\Unknown\		Demographics \ Hispanic \ Unknown	@	24-MAY-21	24-MAY-21	24-MAY-21				
3	\ACT\Demographics\Hispanic\Other\	Other	N	MA 		DEM|HISP:OT		concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Demographics\Hispanic\Other\		Demographics \ Hispanic \ Other	@	24-MAY-21	24-MAY-21	24-MAY-21				
2	\ACT\Demographics\Race\	Race	N	FA 		 		concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Demographics\Race\		Demographics \ Race	@	24-MAY-21	24-MAY-21	24-MAY-21				
3	\ACT\Demographics\Race\American Indian or Alaska Native\	American Indian or Alaska Native	N	MA 		DEM|RACE:01		concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Demographics\Race\American Indian or Alaska Native\		Demographics \ Race \ American Indian or Alaska Native	@	24-MAY-21	24-MAY-21	24-MAY-21				
3	\ACT\Demographics\Race\Asian\	Asian	N	MA 		DEM|RACE:02		concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Demographics\Race\Asian\		Demographics \ Race \ Asian	@	24-MAY-21	24-MAY-21	24-MAY-21				
3	\ACT\Demographics\Race\Black or African American\	Black or African American	N	MA 		DEM|RACE:03		concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Demographics\Race\Black or African American\		Demographics \ Race \ Black or African American	@	24-MAY-21	24-MAY-21	24-MAY-21				
3	\ACT\Demographics\Race\Native Hawaiian or Other Pacific Islander\	Native Hawaiian or Other Pacific Islander	N	MA 		DEM|RACE:04		concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Demographics\Race\Native Hawaiian or Other Pacific Islander\		Demographics \ Race \ Native Hawaiian or Other Pacific Islander	@	24-MAY-21	24-MAY-21	24-MAY-21				
3	\ACT\Demographics\Race\White\	White	N	MA 		DEM|RACE:05		concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Demographics\Race\White\		Demographics \ Race \ White	@	24-MAY-21	24-MAY-21	24-MAY-21				
3	\ACT\Demographics\Race\Multiple race\	Multiple race	N	MA 		DEM|RACE:06		concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Demographics\Race\Multiple race\		Demographics \ Race \ Multiple race	@	24-MAY-21	24-MAY-21	24-MAY-21				
3	\ACT\Demographics\Race\Refuse to answer\	Refuse to answer	N	MA 		DEM|RACE:07		concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Demographics\Race\Refuse to answer\		Demographics \ Race \ Refuse to answer	@	24-MAY-21	24-MAY-21	24-MAY-21				
3	\ACT\Demographics\Race\No information\	No information	N	MA 		DEM|RACE:NI		concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Demographics\Race\No information\		Demographics \ Race \ No information	@	24-MAY-21	24-MAY-21	24-MAY-21				
3	\ACT\Demographics\Race\Unknown\	Unknown	N	MA 		DEM|RACE:UN		concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Demographics\Race\Unknown\		Demographics \ Race \ Unknown	@	24-MAY-21	24-MAY-21	24-MAY-21				
3	\ACT\Demographics\Race\Other\	Other	N	MA 		DEM|RACE:OT		concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Demographics\Race\Other\		Demographics \ Race \ Other	@	24-MAY-21	24-MAY-21	24-MAY-21				
2	\ACT\Demographics\Vital Status\	Vital Status	N	FA 				concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Demographics\Vital Status\		Demographics \ Vital Status	@	24-MAY-21	24-MAY-21	24-MAY-21				
3	\ACT\Demographics\Vital Status\Known Deceased\	Known Deceased	N	LA 		DEM|VITAL STATUS:D		concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Demographics\Vital Status\Known Deceased\		Demographics \ Vital Status \ Known Deceased	@	24-MAY-21	24-MAY-21	24-MAY-21				
1	\ACT\Demographics\	Demographics	N	CA 				concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Demographics\		Demographic	@	24-MAY-21	24-MAY-21	24-MAY-21				
2	\ACT\Demographics\Version\	 ACT_4.0_RC1	N	LI 				concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Demographics\Version\		Demographics \ Version	@	24-MAY-21	24-MAY-21	24-MAY-21				
3	\ACT\Demographics\Patient Counts\Total Patient Dimension Count\	Patients In Patient Table	N	LA 				patient_num	patient_dimension	patient_num	N	>	-1		Patient Count - Exists in Patient Table	@	24-MAY-21	24-MAY-21	24-MAY-21				
3	\ACT\Demographics\SF424\Male-White-Hispanic\	Male-White-Hispanic	N	FH 		 		patient_num	patient_dimension	birth_date	N	BETWEEN	GETDATE() - (365.25*10) AND GETDATE()		Demographics \ Age \ 0-9 years old	@	24-MAY-21	24-MAY-21	24-MAY-21				
3	\ACT\Demographics\Patient Counts\One Procedure\	Patients with At Least One Procedure	N	LA 				concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Procedures\		Patient Counts - Distinct Patients with At Least One Procedure	@	24-MAY-21	24-MAY-21	24-MAY-21	ACT				
3	\ACT\Demographics\Patient Counts\One Diagnosis\	Patients with At Least One Diagnosis	N	LA 				concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Diagnosis\		Patient Counts - Distinct Patients with At Least One Diagnosis	@	24-MAY-21	24-MAY-21	24-MAY-21	ACT				
2	\ACT\Demographics\Patient Counts\	Data Completeness	N	FA 				patient_num	patient_dimension	patient_num	N	>	-1		Patient Counts	@	24-MAY-21	24-MAY-21	24-MAY-21	ACT				
3	\ACT\Demographics\Patient Counts\One Lab\	Patients with At Least One Lab	N	LA 				concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Lab\		Patient Counts - Distinct Patients with At Least One Lab	@	24-MAY-21	24-MAY-21	24-MAY-21	ACT				
3	\ACT\Demographics\Patient Counts\One Medication\	Patients with At Least One Medication	N	LA 				concept_cd	concept_dimension	concept_path	T	LIKE	\ACT\Medications\		Patient Counts - Distinct Patients with At Least One Medication	@	24-MAY-21	24-MAY-21	24-MAY-21	ACT				
3	\ACT\Demographics\Patient Counts\Total Patient Count By Visit\	Patients With At Least One Visit	N	LA 				patient_num	visit_dimension	patient_num	N	>	-1		Patient Count - At Least One Visit	@	24-MAY-21	24-MAY-21	24-MAY-21				
